id,price
0,1689976.4443973438
1,1879278.3737288662
2,1097945.1517540212
3,2748573.522353453
4,4311806.1537717115
5,2146468.488086375
6,1053543.1333539016
7,767776.6979734139
8,1450382.2630540954
9,1364637.0357337217
10,972586.8325789105
11,482160.1097143691
12,702696.7690625588
13,1650558.0511972646
14,795616.7322211002
15,1272029.4009384653
16,709438.3193522394
17,741646.3243626541
18,1078774.016817601
19,953585.6069614828
20,345537.09088290826
21,1405430.640961795
22,1657573.6384405815
23,392288.85093737434
24,2949709.1014425345
25,1112941.9005127181
26,1215555.6236148886
27,1138213.8027762284
28,1263599.1082150894
29,3777969.944974472
30,1364207.4775920794
31,1111751.0298220944
32,3036763.306112505
33,3079300.9160345057
34,2483629.2969748257
35,825692.2176615458
36,727203.1462122683
37,3103412.904149278
38,916153.0494197222
39,630900.6782338878
40,2149956.860350958
41,827333.6688932168
42,431631.7471507417
43,1691375.2004536025
44,1147386.5840435016
45,645285.372796033
46,2449971.62584445
47,557089.0290881551
48,915235.0093257086
49,1108547.3989047364
50,5063741.45052089
51,1424513.5317174115
52,1657553.1914732098
53,2887309.2413414726
54,1610495.0888593725
55,2582769.787156048
56,454278.8367727519
57,803429.735494128
58,941487.1167002402
59,3034477.80213257
60,449954.23391805514
61,448944.4871595798
62,1360933.5498704328
63,490504.8263984981
64,4798843.758081732
65,441645.55630785506
66,1190687.18887995
67,4579320.559933251
68,426524.7547002797
69,5680758.958765392
70,574514.9888177256
71,730097.7728247552
72,1016352.8399710264
73,1409707.1427541566
74,985833.9237708922
75,2412870.3832574817
76,1840335.5292163673
77,1798651.4644384184
78,3124327.8318706704
79,3531775.196084345
80,2132050.6835146933
81,2724423.247013771
82,868277.0365429586
83,1198490.2949306134
84,659707.8487517319
85,457108.23724320345
86,1011446.311400372
87,2589594.3217065353
88,1592813.9752396997
89,658189.1261608165
90,1056498.6086851463
91,1168250.281767731
92,602408.5052893682
93,1718936.4201380908
94,1039208.7905133056
95,1170898.6954357536
96,653186.0593637719
97,991762.238738738
98,3004817.0414574384
99,1871869.1540131837
100,999462.3491808139
101,1124881.830490913
102,4447434.215677507
103,408369.31011238636
104,959256.1888482869
105,571554.5495486634
106,2266389.7185041187
107,1588531.2534876005
108,1353293.8979290877
109,1274182.816928289
110,1045620.8383304151
111,2519860.698069014
112,381001.0584787897
113,3945070.6207811953
114,7445772.957590702
115,2074249.0931387215
116,1070915.5943440732
117,939509.465760425
118,3722137.9498619274
119,1014864.4335688737
120,4855696.526836607
121,2939305.7479809006
122,1301029.4628451143
123,1215189.0882582641
124,1379653.9021209218
125,3846689.164878589
126,525823.081692464
127,1004235.6446519162
128,3731893.427335743
129,1066254.5985648457
130,4756174.796313582
131,751110.5904016286
132,1396341.88017269
133,1242492.89750062
134,1469767.7957042535
135,1019495.2656404935
136,2219528.0569112613
137,2590198.810861316
138,1934852.9268511615
139,932230.5390665963
140,1280839.586196855
141,1065303.4827960904
142,1435199.697615064
143,714849.2665653329
144,1166304.5655498982
145,175920.95268983085
146,2368266.919508231
147,1456125.5649461811
148,4640383.0331021175
149,2885794.165742849
150,6827020.3715902
151,3268571.8173835287
152,1738337.85590927
153,252372.86367127002
154,1662705.0743293224
155,579834.1574179052
156,1614366.4300805042
157,2083256.0605232269
158,1811282.446180173
159,860711.3714677686
160,509995.0496947026
161,2850423.2547007995
162,1273050.9530031378
163,1127839.8283280975
164,592821.134550638
165,608978.9851416454
166,1916560.0078716092
167,261438.90059979167
168,2168050.984964925
169,593885.7352925355
170,318234.43040923635
171,1172872.0008443736
172,255346.72563581774
173,1020652.6359206963
174,939096.2791473987
175,927571.1692668693
176,3316729.64984973
177,1282395.403048109
178,5559974.806894906
179,1247481.240566091
180,957559.731633593
181,627881.9612609193
182,496889.79372721526
183,1522301.6459282388
184,5283236.185515532
185,4410484.728721067
186,1667082.429835742
187,1442291.6199833204
188,5137972.681803627
189,2578673.199899865
190,3430319.4600169035
191,2013531.1627589115
192,512597.61098737904
193,373088.4009182331
194,2937734.257417959
195,2418216.922057475
196,910241.6857970532
197,1566971.8729738055
198,835969.7184090676
199,1595274.8929180042
200,974033.1696547915
201,2770812.5595829007
202,1175432.4524408053
203,1130447.131269544
204,3635405.7261800333
205,2477998.9525149264
206,1026198.6101792395
207,2299636.6130716144
208,966943.9129947077
209,1077691.453560839
210,474793.93674619624
211,1236448.8817612962
212,1854679.0631016686
213,1092781.4952348142
214,968480.391023386
215,315909.7538513307
216,2143419.6114553423
217,2469843.4177712165
218,622405.7659644375
219,1030247.2698744647
220,757059.7141143968
221,362200.4367707203
222,576063.7275546191
223,993470.9486899434
224,400655.5947463288
225,2317277.355634851
226,2358439.7560410053
227,4604813.596880204
228,7945739.159133889
229,1754479.1432992383
230,4801911.528605356
231,5063741.45052089
232,239689.47191830893
233,1341535.7114379196
234,579760.5965979643
235,359354.63357926405
236,5283303.550516378
237,4524780.575642885
238,1110668.6985563566
239,2009902.026629594
240,824081.9706443103
241,1108410.3553982084
242,2442618.683735105
243,1422120.3692426577
244,1218656.9479016021
245,523567.52685765625
246,467872.1097465536
247,936070.9971728297
248,2243253.7197843543
249,2505337.124250224
250,2296130.9631747766
251,1179679.3665978115
252,1019069.7677006077
253,1653858.11733721
254,755388.6735767743
255,1132597.4865727467
256,460301.8070120333
257,3053644.168236538
258,1803320.0533792288
259,1794535.9069330997
260,634781.75822379
261,1665621.5245222514
262,898577.4633126141
263,1650701.1600927503
264,374794.82858478173
265,792246.3876703249
266,622907.2567918684
267,2236610.81518901
268,220453.28921977087
269,623441.1330027024
270,537229.9068080469
271,2071902.1242699034
272,1331005.7786140225
273,1194330.8989959944
274,708687.9240477266
275,502925.2356879109
276,2053204.496343612
277,1328241.6968735314
278,996072.0410694766
279,917761.3426108282
280,1020685.9359104196
281,439898.6077516364
282,1007674.113131151
283,706041.0268682461
284,1423240.0961951495
285,620898.26689408
286,764321.4009302387
287,981181.7389239275
288,2710177.624529814
289,2753163.0450596497
290,956325.3998267849
291,1104590.8503235322
292,991315.1256968391
293,1218830.088833938
294,242263.0066623725
295,737946.7242719575
296,480902.18789947184
297,634607.5848585002
298,741349.2866468562
299,916182.6251412783
300,365062.3384530679
301,1758765.6553687602
302,1047349.2637688121
303,1169900.6196009177
304,1260762.7042312599
305,1736029.4028561853
306,1008056.6847320928
307,404044.54408866185
308,990143.0014600182
309,999671.6430055369
310,864745.3629769303
311,1280433.7435069694
312,1293759.439922015
313,558986.4685158867
314,242045.19181768736
315,821456.0422264689
316,437477.3772572074
317,2258084.717444184
318,1153435.282195441
319,4613588.393722495
320,1236933.1948127476
321,671848.5970772143
322,685240.8043484174
323,2657767.76970771
324,5559974.806894906
325,1621926.2748644785
326,448225.4225050096
327,1200523.5115304196
328,1078416.7853239498
329,982306.7069386626
330,787042.7701813547
331,795363.4059028086
332,1222881.1818145164
333,1233277.149495331
334,1877037.4354174945
335,891307.4109434092
336,314081.01403315645
337,1132735.1189794012
338,2077678.4580001098
339,777292.0184941485
340,686689.9657572231
341,984236.173763711
342,2399395.3842672342
343,1347685.6795345587
344,782766.5902990368
345,919771.4326393331
346,181233.38436984038
347,1198538.8541449662
348,1191256.359794115
349,1105545.2921508534
350,3376407.2849761234
351,1087578.4424399254
352,2120868.916530244
353,2168776.45761677
354,2404488.9649325716
355,2175611.380853056
356,3316729.64984973
357,2313138.4100615876
358,1397793.454693532
359,459956.7834070126
360,967885.35915702
361,1409462.54853414
362,4447434.215677507
363,900403.5904142407
364,1020268.4558988841
365,1257526.7584715178
366,1363191.9749286866
367,1750702.9782789373
368,442534.6707020236
369,7140943.651005784
370,572973.7969576247
371,617787.9724099174
372,224151.724972153
373,1270404.7738075107
374,1952526.2340626386
375,920536.9251514437
376,1358602.8428562393
377,588884.0475320915
378,1613214.1202409845
379,2159684.5692530684
380,1784768.9300870053
381,1785078.8496875986
382,617809.5807795676
383,659003.7507174002
384,1228930.9913392204
385,1202718.7350521875
386,1053890.619322815
387,1324664.9837944037
388,591264.3243164273
389,2495131.8007015
390,1224960.4579232144
391,2051912.7972581282
392,1148365.8992463131
393,806315.1444039394
394,2147491.134420303
395,1199136.675959501
396,783382.7083058378
397,3598993.0126807853
398,3276207.910114833
399,1000605.3034982614
400,1140424.716209584
401,475299.2554502329
402,1258839.947238651
403,571718.4524401498
404,552035.1717051746
405,967033.4665374669
406,1252152.4602540464
407,1432114.1871154483
408,2600554.5708622714
409,828239.6643935435
410,929105.1334643494
411,1762633.023722856
412,2967221.2001214507
413,142121.1204339805
414,871664.6736985886
415,2991384.826363789
416,2317170.942705403
417,970284.150956058
418,1457385.7694730489
419,2050921.4226446995
420,1242792.1067094144
421,334175.8814789228
422,978960.7430402875
423,1006795.1588630909
424,2380793.40846713
425,1255454.2049455731
426,403863.8225365559
427,1098111.6135352384
428,1325342.9271848984
429,4635076.413301954
430,2861599.8726035114
431,1402602.1153132457
432,1969568.5711263616
433,2175477.8863994693
434,1464571.1510893144
435,480672.5217083454
436,755087.020305116
437,3495244.8695135773
438,803380.6589063836
439,2713785.373068854
440,703063.2587511857
441,881899.0931871807
442,2271988.329652414
443,542053.0714423994
444,321750.38723832817
445,1040245.2935897012
446,2102492.5564751723
447,1869194.5006926805
448,793214.9632619026
449,6394787.683537329
450,843481.7067799972
451,1139927.4270706514
452,1250540.19235005
453,2130968.38958696
454,1086679.196639668
455,534662.7649230085
456,8525182.193405006
457,1110125.6513336238
458,1146773.3464381061
459,336990.6742785059
460,824546.9731596598
461,1381729.836064124
462,1104270.3954908806
463,1060352.1539161135
464,1753891.5988518032
465,1175398.7133445467
466,1387194.3104925824
467,1023800.7442682425
468,724240.5032619097
469,307419.1703642456
470,259176.1800486276
471,891456.8498592082
472,916291.272011118
473,810698.4437048408
474,2587015.1125781215
475,2361194.084005793
476,608121.3602772554
477,1368112.4307129043
478,1775183.1587379507
479,665423.4545058155
480,1566448.6096460212
481,1055630.5895251222
482,801332.9241626865
483,2712593.430966384
484,909084.5018534574
485,512126.265948844
486,888131.5303150987
487,856512.8847160036
488,2723646.5558788823
489,1631856.0627402298
490,3141812.49179949
491,478186.9831697368
492,652662.6049638687
493,1041599.985726821
494,555306.4712574538
495,603262.0994305266
496,3135740.9185860525
497,7005283.469267908
498,746079.1256847872
499,931303.9980176308
500,2457734.31708811
501,209104.34084733733
502,5884214.9080477515
503,3799888.2204762446
504,533847.2614871323
505,939584.4458056341
506,1629114.1232481482
507,1040957.7289009809
508,394386.3484770652
509,676898.4003076492
510,837479.4528562371
511,1015232.8637744781
512,1289648.863318298
513,1857141.489650357
514,2541772.979115673
515,1171367.527405686
516,2933282.3509059865
517,1052247.7247856765
518,2558494.554337866
519,476500.50134123006
520,482220.773967527
521,1410967.6307450053
522,242888.2919071284
523,348271.45573983743
524,884574.7678631339
525,3867942.120287913
526,355648.74817733286
527,1512380.5843345486
