client_id,default
74835,0.2065895953427179
17527,0.7154551107271652
75683,0.3152205171990799
26883,0.4252767074090387
28862,0.1330854320351381
99881,0.5641269320361669
26630,0.6928044097983214
79934,0.2125189933618909
16605,0.13195376203381706
105449,0.15775136468610865
49000,0.496506148651339
28589,0.3428033988446182
7706,0.18955363437008504
96743,0.31019993078995384
63018,0.7958184886064215
68282,0.2367278819874279
25663,0.3572119985822585
39302,0.5132351883198215
84204,0.3546864470289597
44202,0.6830890246754682
102650,0.5433803803135207
19519,0.6755496412440629
47829,0.31213434649427163
10899,0.29146893473578445
16211,0.3694005135555245
9490,0.3035745639970479
37563,0.7954994858845111
85637,0.5473968106968864
26718,0.6160967209024826
58572,0.6194047157345137
91847,0.23780022959086675
45575,0.3445940537901939
8526,0.5505730270888258
84636,0.6756262375152039
67318,0.5420008141452374
2695,0.5839469968211858
76039,0.21770415465691426
47451,0.456450297094089
71789,0.5303413314798529
11403,0.27249468834309953
100327,0.5206224942361376
2855,0.5970410398062751
101424,0.3131023475334519
88773,0.3252326771493172
39167,0.37822702210276976
37001,0.3540868502258559
96705,0.17896669039061908
84528,0.4924381337919082
77533,0.7358947270083281
57838,0.2612952021795548
77427,0.23496232832087455
84737,0.5876998806399948
108836,0.149068580356957
107885,0.23944307940328416
15618,0.4419769003254229
79078,0.4381952431054771
24711,0.6587375189888973
5105,0.4641881052086576
46200,0.5217826761190832
47138,0.4910413289933973
29418,0.4751277124363708
8116,0.37943958065965705
91348,0.4458541650433928
26136,0.5852749966485762
46407,0.5425657049871484
65469,0.3458562435878593
90137,0.5370177964477425
23997,0.3437790523960585
53299,0.5796879582600826
1863,0.136182052803444
17480,0.6575029899557527
56711,0.3727983500614099
60933,0.2388249282674165
104322,0.4177441727797665
49604,0.3772781259421736
39809,0.7378814044468468
85778,0.3741762216915063
52445,0.5248273382224454
80390,0.3823208327024921
805,0.5891819592442508
67224,0.12091309370661238
23033,0.18347514777347304
32775,0.2149489019993172
19865,0.412509275413372
35371,0.4095406237698172
56038,0.4670476020165243
23368,0.3461278539659419
77105,0.43803888436437133
22564,0.822937746044956
46368,0.265285105154662
88516,0.5971981145053247
77171,0.1731352193689413
106102,0.2363413029587793
25435,0.4336248981093736
42614,0.2645323292847485
29540,0.6814620456561954
48473,0.41884924369880455
38274,0.5056419285852065
78135,0.7958268628879329
43986,0.6732255391109437
88839,0.6486252150104375
87863,0.1360970310455874
6528,0.20681232139856068
70557,0.3387140919502786
96677,0.14199707790083715
76686,0.3643868079840984
26451,0.6281073260058853
31039,0.7138590733306905
54382,0.2991706900799541
105054,0.5331375181009359
43510,0.4828596751868767
77798,0.3994702218817607
41781,0.3769268514061456
12540,0.7883824198314826
43913,0.7373248102687282
38021,0.3750928151575444
46592,0.14385261904970906
29129,0.23353692781697494
106331,0.2637040335964259
83680,0.5322760787365058
80437,0.7952443118535454
32508,0.23000022138269416
76472,0.6912633145706741
86910,0.4373200315642674
9987,0.4680858610610124
27419,0.5461907789858655
52902,0.5602627479625211
75674,0.486990271495633
34794,0.14940446836835272
107464,0.7781339194614325
97027,0.6803229718842256
39859,0.10910428802933814
97274,0.7085034698483791
96800,0.22599055192006545
82080,0.3990167636638485
45431,0.14625068794975987
60975,0.3973142093578739
79281,0.3213707298722146
30657,0.6873171693399825
11728,0.4673265723718793
109850,0.4942896550316418
33944,0.8797585050900456
34383,0.28069785666958663
36240,0.4611216270612151
7728,0.8890094956018603
5402,0.5489622791198545
54180,0.5152854642328419
94181,0.11656389206567565
29334,0.6248398262740535
76086,0.1784582636191847
57160,0.41716995958199904
74744,0.2607521075599286
51733,0.1071683492552116
46635,0.5354407637157615
66040,0.525213027334193
8853,0.8120662685889046
38048,0.8725117583108477
29192,0.7514838371924616
71027,0.29084040136196915
96068,0.2799769891789123
21867,0.3999497064886933
100867,0.44714163368165855
20825,0.5545991586504098
35137,0.22561125126451484
64771,0.43375639850790143
55922,0.5974560933284673
78069,0.08365221403623582
56864,0.4895682948213258
87471,0.32834646049593874
72211,0.6946470264543527
187,0.24480827670520636
50438,0.2684546134156396
17928,0.2462918666177961
3419,0.32718014351880714
65536,0.6695615766896634
89316,0.6342393675377517
21272,0.1533464230761121
85076,0.6519443707522431
1479,0.32561388260775304
8135,0.7962121297214416
3913,0.3662892070234441
91344,0.2769810801330125
32514,0.5896696206501061
39559,0.4909875334762258
26281,0.6799499300902827
98433,0.5238640245953765
81717,0.4724297118934147
99344,0.3366212358894248
85881,0.2887381427703979
80556,0.7121239446304996
105500,0.5120781716279421
70008,0.49647523939321503
91463,0.4463034883679425
107088,0.5479668533516491
104158,0.3182267688279903
20218,0.5920534070613572
573,0.5691675722829861
38443,0.2593385335950909
73113,0.3253884039810652
99049,0.5332594910091781
82199,0.07231285165709413
60808,0.2708871695618041
103260,0.4343851720452833
77438,0.7078990079687155
40320,0.769216494831546
84124,0.2783912611895578
69231,0.7215184241832895
82821,0.4005192456465701
54726,0.5768216163781079
37778,0.2985846648950353
108116,0.17591024538679034
43598,0.6508235313995555
23345,0.2261795495090512
105157,0.5866715196353678
43973,0.8148765211223005
79887,0.5943368008968288
92320,0.6313534371902175
54418,0.607857637151909
79971,0.5194849288442869
45451,0.3943420891735743
106772,0.4333834878505564
29223,0.1360465331605106
86360,0.3098489344463595
99956,0.4111767320691723
2286,0.6645933050992865
23289,0.3984333521895293
90690,0.7939792923955746
19804,0.3469955702035336
61536,0.20840082210317015
37688,0.32584012795034784
74314,0.7835979435055938
67549,0.246276937983092
19207,0.34898394264489513
74270,0.7165950926121059
69370,0.3484233978683148
6212,0.4670644009306265
95424,0.3450955203525763
18568,0.508859948087042
106224,0.19293987826496511
32019,0.6386396897710219
97402,0.600215918030875
56450,0.5505730730935842
91919,0.23140609520339564
81801,0.16275565041984086
71270,0.3286218341095152
47514,0.35157415394450364
275,0.6007344896996393
28815,0.5362000051269599
64846,0.16694186130255356
45165,0.16437419085029753
7032,0.5827951082335789
57976,0.24331040363200584
99147,0.17944947270665496
86253,0.3230042744188739
18780,0.17908569168843194
67732,0.3626714374211333
81518,0.22205139660916207
40092,0.18048128689586432
26566,0.6880822021888394
15821,0.8783977119588829
86263,0.5998472151910901
95162,0.6603158184555104
63960,0.2650432225350421
36892,0.4533574903725509
56946,0.5078115638529677
52656,0.7713842538242256
85439,0.8018152001656897
102782,0.6558946330761062
106376,0.110546893193569
